departamento,municipio,establecimiento,registros,direcciones_distintas,status_distintos,jornadas_distintas,planes_distintos,codigos
RETALHULEU,RETALHULEU,"COLEGIO PRIVADO MIXTO ""LUIS CARDOZA Y ARAGÓN""",2,2,1,2,2,11-01-0357-46; 11-01-0470-46
RETALHULEU,RETALHULEU,COLEGIO PRIVADO MIXTO NUEVA GENERACIÓN,2,2,1,2,2,11-01-0372-46; 11-01-0492-46
RETALHULEU,RETALHULEU,INSTITUTO DE COMPUTACIÓN INFORMÁTICA,2,2,1,2,1,11-01-0435-46; 11-01-1177-46
RETALHULEU,RETALHULEU,INSTITUTO DE EDUCACIÓN ARTÍSTICA DEL SUR IDEAS,2,2,1,1,2,11-01-0242-46; 11-01-1108-46
RETALHULEU,SAN ANDRÉS VILLA SECA,COLEGIO CIENTIFICO INDUSTRIAL EL TRIUNFO,2,2,1,2,1,11-06-1469-46; 11-06-1470-46
RETALHULEU,SAN ANDRÉS VILLA SECA,COLEGIO LICEO RURAL MIXTO TULULÁ,2,2,2,2,2,11-06-0084-46; 11-06-1339-46
RETALHULEU,SAN ANDRÉS VILLA SECA,COLEGIO SAN ANDRÉS VILLA SECA,2,2,1,2,2,11-06-0051-46; 11-06-0086-46
RETALHULEU,SAN ANDRÉS VILLA SECA,INED INSTITUTO OFICIAL DE EDUCACIÓN DIVERSIFICADA,2,2,2,1,1,11-06-0088-46; 11-06-0089-46
RETALHULEU,SAN ANDRÉS VILLA SECA,INSTITUTO DIVERSIFICADO POR COOPERATIVA,2,2,1,1,1,11-06-1409-46; 11-06-1410-46
RETALHULEU,SAN ANDRÉS VILLA SECA,"INSTITUTO MIXTO MUNICIPAL ""MARÍA FLORENCIA ARTEAGA""",2,2,2,2,2,11-06-0058-46; 11-06-0080-46
RETALHULEU,SAN MARTÍN ZAPOTITLÁN,CENTRO DE ESTUDIOS INTEGRALES,2,2,1,2,2,11-04-1430-46; 11-04-1493-46
RETALHULEU,SAN MARTÍN ZAPOTITLÁN,COLEGIO EVANGELICO MIXTO TECNOLOGICO LA PATRIA SUR,2,2,1,1,1,11-04-0017-46; 11-04-0019-46
RETALHULEU,SAN MARTÍN ZAPOTITLÁN,INSTITUTO MUNICIPAL DE EDUCACIÓN MEDIA Y BACHILLERATO POR MADUREZ,2,2,2,2,2,11-04-0012-46; 11-04-0033-46
RETALHULEU,SAN SEBASTIÁN,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,2,2,2,1,1,11-02-0064-46; 11-02-0066-46
RETALHULEU,SAN SEBASTIÁN,INSTITUTO PRIVADO TÉCNICO INDUSTRIAL RETALTECO,2,2,1,2,1,11-02-0028-46; 11-02-0037-46
RETALHULEU,SANTA CRUZ MULUÁ,INED INSTITUTO OFICIAL DE EDUCACIÓN DIVERSIFICADA,2,2,2,1,1,11-03-0026-46; 11-03-0027-46
SACATEPÉQUEZ,ALOTENANGO,COLEGIO PARTICULAR ALPHA Y OMEGA,2,2,1,2,2,03-14-0028-46; 03-14-1167-46
SACATEPÉQUEZ,ANTIGUA GUATEMALA,CENTRO EDUCACIONAL VALLE VERDE,2,2,1,2,2,03-01-0096-46; 03-01-1201-46
SACATEPÉQUEZ,ANTIGUA GUATEMALA,COLEGIO AMERICANO SUPERIOR,2,2,2,2,1,03-01-0108-46; 03-01-0148-46
SACATEPÉQUEZ,ANTIGUA GUATEMALA,COLEGIO CENTRAL,2,2,1,2,1,03-01-0138-46; 03-01-0278-46
SACATEPÉQUEZ,ANTIGUA GUATEMALA,COLEGIO MUNDO VERDE,2,2,2,1,1,03-01-0075-46; 03-01-0184-46
SACATEPÉQUEZ,ANTIGUA GUATEMALA,COLEGIO TRIDENTINO,2,2,1,2,1,03-01-0147-46; 03-01-0811-46
SACATEPÉQUEZ,ANTIGUA GUATEMALA,INSTITUTO INDIGENA NUESTRA SEÑORA DEL SOCORRO,2,2,2,2,1,03-01-0053-46; 03-01-0156-46
SACATEPÉQUEZ,ANTIGUA GUATEMALA,LICEO DE ENSEÑANZA SUPERIOR INTERNACIONAL LESI,2,2,1,2,2,03-01-0098-46; 03-01-0100-46
SACATEPÉQUEZ,ANTIGUA GUATEMALA,LICEO ROSALES,2,2,2,2,1,03-01-0055-46; 03-01-0187-46
SACATEPÉQUEZ,ANTIGUA GUATEMALA,LICEO TERESA DE AVILA,2,2,1,1,1,03-01-1017-46; 03-01-1297-46
SACATEPÉQUEZ,CIUDAD VIEJA,"ESCUELA ECOLOGICA Y AMBIENTAL ""LAND FOREST DE GUATEMALA""",2,2,1,1,1,03-12-0049-46; 03-12-0050-46
SACATEPÉQUEZ,JOCOTENANGO,CENTRO EDUCATIVO ABC,2,2,1,2,1,03-02-1104-46; 03-02-1196-46
SACATEPÉQUEZ,JOCOTENANGO,COLEGIO DR. JUAN JOSE AREVALO BERMEJO,2,2,2,2,2,03-02-0027-46; 03-02-0047-46
SACATEPÉQUEZ,JOCOTENANGO,COLEGIO MIXTO DR. JUAN JOSE AREVALO BERMEJO,2,2,2,2,2,03-02-0030-46; 03-02-1427-46
SACATEPÉQUEZ,JOCOTENANGO,LICEO CIENCIA Y DESARROLLO,2,2,1,2,2,03-02-0057-46; 03-02-0061-46
SACATEPÉQUEZ,SAN ANTONIO AGUAS CALIENTES,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,2,2,1,2,1,03-15-0019-46; 03-15-0022-46
SACATEPÉQUEZ,SAN BARTOLOMÉ MILPAS ALTAS,COLEGIO CRISTIANO MIXTO ALELUYA,2,2,2,2,1,03-07-0001-46; 03-07-0022-46
SACATEPÉQUEZ,SAN LUCAS SACATEPÉQUEZ,COLEGIO MIXTO INTEGRAL,2,2,2,1,1,03-08-0051-46; 03-08-1346-46
SACATEPÉQUEZ,SAN LUCAS SACATEPÉQUEZ,COLEGIO VALLE AMERICANO,2,2,2,1,1,03-08-0017-46; 03-08-0039-46
SACATEPÉQUEZ,SANTA LUCÍA MILPAS ALTAS,CENTRO EDUCATIVO CRISTIANO VIDA Y ESPERANZA,2,2,1,2,1,03-09-0029-46; 03-09-0065-46
SACATEPÉQUEZ,SANTA LUCÍA MILPAS ALTAS,COLEGIO CRISTIANO SABER Y GRACIA,2,2,1,2,1,03-09-0042-46; 03-09-1329-46
SACATEPÉQUEZ,SANTA LUCÍA MILPAS ALTAS,"COLEGIO MIXTO ""HERMANO PEDRO""",2,2,1,2,2,03-09-0033-46; 03-09-0036-46
SACATEPÉQUEZ,SANTA LUCÍA MILPAS ALTAS,INSTITUTO MIXTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,2,2,2,1,1,03-09-0063-46; 03-09-0064-46
SACATEPÉQUEZ,SANTIAGO SACATEPÉQUEZ,INSTITUTO MIXTO MUNICIPAL SANTIAGO SACATEPEQUEZ,2,2,2,2,1,03-06-1256-46; 03-06-1258-46
SACATEPÉQUEZ,SUMPANGO,INSTITUTO CIENTIFICO INDUSTRIAL INCI,2,2,1,1,2,03-04-1211-46; 03-04-1212-46
SAN MARCOS,AYUTLA,COLEGIO PARTICULAR MIXTO NIHAIB,2,2,2,2,1,12-17-0025-46; 12-17-5373-46
SAN MARCOS,AYUTLA,"INSTITUTO PRIVADO MIXTO ""SAN LORENZO""",2,2,2,2,2,12-17-0029-46; 12-17-0047-46
SAN MARCOS,AYUTLA,LICEO CANADIENSE,2,2,2,2,1,12-17-0045-46; 12-17-0048-46
SAN MARCOS,CATARINA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,2,2,1,1,1,12-16-0026-46; 12-16-0027-46
SAN MARCOS,COMITANCILLO,COLEGIO PRIVADO DE EDUCACIÓN BÁSICA Y DIVERSIFICADA JUAN DIEGO,2,2,1,2,1,12-04-0116-46; 12-04-0211-46
SAN MARCOS,COMITANCILLO,INSTITUTO DIVERSIFICADO POR EL SISTEMA DE COOPERATIVA,2,2,1,1,1,12-04-0098-46; 12-04-4716-46
SAN MARCOS,ESQUIPULAS PALO GORDO,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,2,2,2,2,1,12-27-0014-46; 12-27-0019-46
SAN MARCOS,IXCHIGUÁN,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,2,2,1,1,1,12-23-0063-46; 12-23-0064-46
SAN MARCOS,IXCHIGUÁN,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,2,2,1,1,1,12-23-0040-46; 12-23-0044-46
SAN MARCOS,LA BLANCA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,2,2,1,1,1,12-30-0092-46; 12-30-0093-46
SAN MARCOS,LA REFORMA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,2,2,1,1,1,12-21-0019-46; 12-21-0027-46
SAN MARCOS,MALACATÁN,"LICEO PREUNIVERSITARIO ""PANAMERICANO""",2,2,2,1,2,12-15-0169-46; 12-15-0170-46
SAN MARCOS,NUEVO PROGRESO,INSTITUTO DIVERSIFICADO POR COOPERATIVA,2,2,1,1,1,12-12-0108-46; 12-12-0109-46
SAN MARCOS,OCÓS,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,2,2,2,1,1,12-18-0017-46; 12-18-0018-46
SAN MARCOS,PAJAPITA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,2,2,1,1,1,12-22-0045-46; 12-22-0046-46
SAN MARCOS,RÍO BLANCO,"INSTITUTO PRIVADO URBANO MIXTO TÉCNICO EN COMPUTACIÓN ""ITCRB""",2,2,1,2,1,12-28-0008-46; 12-28-4200-46
SAN MARCOS,SAN CRISTÓBAL CUCHO,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,2,2,1,1,1,12-25-0018-46; 12-25-0027-46
SAN MARCOS,SAN CRISTÓBAL CUCHO,INSTITUTO TECNOLÓGICO SAN CRISTÓBAL,2,2,1,2,1,12-25-0022-46; 12-25-0028-46
SAN MARCOS,SAN JOSÉ EL RODEO,"COLEGIO TECNOLÓGICO ""TESORO DEL SABER""",2,2,1,2,1,12-14-0026-46; 12-14-0027-46
SAN MARCOS,SAN MARCOS,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX-,2,2,1,1,1,12-01-0174-46; 12-01-0178-46
SAN MARCOS,SAN MARCOS,COLEGIO PREUNIVERSITARIO GALILEO VIRTUAL,2,2,1,2,2,12-01-0196-46; 12-01-0207-46
SAN MARCOS,SAN MARCOS,"ESCUELA CRISTIANA ""PALABRA EN ACCIÓN""",2,2,2,2,1,12-01-0139-46; 12-01-0168-46
SAN MARCOS,SAN MARCOS,ESCUELA NORMAL DE EDUCACIÓN FÍSICA,2,2,1,2,1,12-01-0201-46; 12-01-4704-46
SAN MARCOS,SAN MARCOS,INSTITUTO ADOLFO V. HALL DE OCCIDENTE,2,2,1,2,1,12-01-0049-46; 12-01-0100-46
SAN MARCOS,SAN MARCOS,"INSTITUTO TECNOLOGICO PARTICULAR ""SAN MARCOS""",2,2,1,2,1,12-01-0173-46; 12-01-3037-46
SAN MARCOS,SAN MIGUEL IXTAHUACÁN,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,2,2,1,1,1,12-05-0115-46; 12-05-0116-46
SAN MARCOS,SAN MIGUEL IXTAHUACÁN,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,2,2,1,1,1,12-05-0089-46; 12-05-0093-46
SAN MARCOS,SAN PEDRO SACATEPÉQUEZ,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,2,2,1,1,1,12-02-0214-46; 12-02-0216-46
SAN MARCOS,SAN RAFAEL PIE DE LA CUESTA,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA,2,2,1,1,1,12-11-0035-46; 12-11-0045-46
SAN MARCOS,SIBINAL,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,2,2,2,1,1,12-08-0024-46; 12-08-0025-46
SAN MARCOS,SIPACAPA,"COLEGIO PREUNIVERSITARIO ""PAULO FREIRE""",2,2,1,2,2,12-26-0069-46; 12-26-0080-46
SAN MARCOS,TACANÁ,"COLEGIO EVANGÉLICO C.A. ""ALFA Y OMEGA""",2,2,1,1,1,12-07-0233-46; 12-07-0258-46
SAN MARCOS,TACANÁ,INSTITUTO DIVERSIFICADO POR EL SISTEMA DE COOPERATIVA,2,2,1,1,1,12-07-0253-46; 12-07-4169-46
SAN MARCOS,TAJUMULCO,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,2,2,1,1,1,12-09-0172-46; 12-09-0174-46
SAN MARCOS,TEJUTLA,"COLEGIO PRIVADO MIXTO ""SANTIAGO APÓSTOL""",2,2,2,2,1,12-10-0031-46; 12-10-0076-46
SAN MARCOS,TEJUTLA,INSTITUTO PRIVADO MIXTO 'CIENTIFICO INTEGRAL',2,2,2,2,2,12-10-0084-46; 12-10-5075-46
SANTA ROSA,BARBERENA,"COLEGIO MIXTO ""SAN JOSÉ""",2,2,1,2,1,06-02-0093-46; 06-02-1242-46
SANTA ROSA,BARBERENA,"COLEGIO TECNOLÓGICO MIXTO BILINGÜE ""BELÉN""",2,2,2,2,1,06-02-0020-46; 06-02-0035-46
SANTA ROSA,BARBERENA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,2,2,1,1,1,06-02-0106-46; 06-02-0109-46
SANTA ROSA,CHIQUIMULILLA,"COLEGIO PARTICULAR MIXTO ""CENTRO INTEGRAL SISTEMÁTICO CIS""",2,2,1,2,2,06-08-0093-46; 06-08-1156-46
SANTA ROSA,CHIQUIMULILLA,COLEGIO TECNICO DE COMPUTACION 'C.T.S.',2,2,2,2,1,06-08-1162-46; 06-08-2040-46
SANTA ROSA,CHIQUIMULILLA,INSTITUTO TECNICO INDUSTRIAL DE CHIQUIMULILLA,2,2,2,2,1,06-08-0007-46; 06-08-0076-46
SANTA ROSA,NUEVA SANTA ROSA,"CENTRO EDUCATIVO ""NUEVA ASUNCIÓN""",2,2,2,2,2,06-14-0035-46; 06-14-0039-46
SANTA ROSA,NUEVA SANTA ROSA,"COLEGIO PARTICULAR MIXTO ""LA ESPERANZA""",2,2,1,2,2,06-14-0001-46; 06-14-1996-46
SANTA ROSA,ORATORIO,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,2,2,1,1,1,06-06-0032-46; 06-06-0033-46
SANTA ROSA,ORATORIO,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,2,2,1,2,1,06-06-0025-46; 06-06-0026-46
SANTA ROSA,ORATORIO,INSTITUTO DIVERSIFICADO POR COOPERATIVA DE ENSEÑANZA,2,2,1,2,2,06-06-0024-46; 06-06-1841-46
SANTA ROSA,TAXISCO,"CENTRO TECNOLÓGICO INDUSTRIAL ""CETI""",2,2,1,2,2,06-09-0037-46; 06-09-0050-46
SANTA ROSA,TAXISCO,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,2,2,1,1,1,06-09-0054-46; 06-09-0055-46
SANTA ROSA,TAXISCO,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,2,2,1,1,1,06-09-0027-46; 06-09-0028-46
SOLOLÁ,NAHUALÁ,"INSTITUTO COMUNITARIO DE CIENCIAS COMERCIALES ""EL ALTIPLANO""",2,2,1,2,1,07-05-0204-46; 07-05-2022-46
SOLOLÁ,PANAJACHEL,PANAJACHEL COLEGIO INTERNACIONAL,2,2,2,2,1,07-10-0024-46; 07-10-0037-46
SOLOLÁ,SAN PEDRO LA LAGUNA,"COLEGIO PRIVADO EVANGÉLICO ""BETHEL""",2,2,1,2,1,07-18-0026-46; 07-18-0027-46
SOLOLÁ,SANTA CATARINA IXTAHUACÁN,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,2,2,2,2,1,07-06-0036-46; 07-06-0038-46
SOLOLÁ,SANTIAGO ATITLÁN,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,2,2,1,1,1,07-19-0019-46; 07-19-0103-46
SOLOLÁ,SOLOLÁ,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,2,2,1,1,1,07-01-0204-46; 07-01-0205-46
SOLOLÁ,SOLOLÁ,"INSTITUTO PRIVADO URBANO MIXTO ""SOLOLÁ""",2,2,2,2,2,07-01-0198-46; 07-01-2277-46
SUCHITEPÉQUEZ,CUYOTENANGO,COLEGIO LICEO TECNICO DE ESTUDIOS AVANZADOS,2,2,1,1,2,10-02-2439-46; 10-02-2707-46
SUCHITEPÉQUEZ,CUYOTENANGO,"COLEGIO TECNICO PRIVADO MIXTO ""EL REDENTOR""",2,2,1,2,1,10-02-0004-46; 10-02-0005-46
SUCHITEPÉQUEZ,CUYOTENANGO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA CUYOTENANGO,2,2,2,1,1,10-02-0031-46; 10-02-0032-46
SUCHITEPÉQUEZ,MAZATENANGO,"COLEGIO PRIVADO MIXTO ""PERPETUO SOCORRO""",2,2,2,2,2,10-01-0097-46; 10-01-0297-46
SUCHITEPÉQUEZ,MAZATENANGO,COLEGIO PRIVADO MIXTO 'BEATO HERMANO PEDRO',2,2,1,1,1,10-01-2373-46; 10-01-2374-46
SUCHITEPÉQUEZ,MAZATENANGO,COLEGIO PRIVADO MIXTO PERPETUO SOCORRO,2,2,1,2,1,10-01-0202-46; 10-01-0247-46
SUCHITEPÉQUEZ,MAZATENANGO,COLEGIO PRIVADO MIXTO SANTA MARIA DEL CAMINO,2,2,1,2,2,10-01-0193-46; 10-01-0911-46
SUCHITEPÉQUEZ,SANTO TOMÁS LA UNIÓN,"INSTITUTO PRIVADO MIXTO ""PROF. JORGE RABBI MATUL GARCIA""",2,2,1,2,1,10-17-0038-46; 10-17-1990-46
SUCHITEPÉQUEZ,ZUNILITO,INSTITUTO PRIVADO MIXTO ZUNIL PECUL,2,2,1,2,2,10-18-0009-46; 10-18-2677-46
TOTONICAPÁN,SAN ANDRÉS XECUL,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,2,2,2,2,1,08-04-0021-46; 08-04-0022-46
TOTONICAPÁN,SAN FRANCISCO EL ALTO,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,2,2,2,2,1,08-03-0031-46; 08-03-0055-46
TOTONICAPÁN,SANTA MARÍA CHIQUIMULA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,2,2,1,1,1,08-06-0131-46; 08-06-0132-46
TOTONICAPÁN,TOTONICAPÁN,COLEGIO EVANGÉLICO PRE-UNIVERSITARIO TRILINGÜE DE OCCIDENTE,2,2,1,2,2,08-01-0246-46; 08-01-0259-46
ZACAPA,GUALÁN,ESCUELA PARTICULAR MIXTA DE CIENCIAS COMERCIALES,2,2,1,2,2,19-04-0049-46; 19-04-0197-46
ZACAPA,SAN DIEGO,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,2,2,1,1,1,19-08-0014-46; 19-08-0015-46
ZACAPA,TECULUTÁN,COLEGIO DE COMPUTACIÓN DR. HÉCTOR NERI CASTAÑEDA CALDERÓN,2,2,1,1,1,19-05-0046-46; 19-05-0343-46
ZACAPA,ZACAPA,COLEGIO PRIVADO MIXTO EVANGELICO ELIM,2,2,2,2,1,19-01-0162-46; 19-01-0342-46
ZACAPA,ZACAPA,INSTITUTO PRIVADO MIXTO DE BACHILLERATO POR MADUREZ CIENCIA Y DESARROLLO,2,2,1,1,1,19-01-0670-46; 19-01-1069-46
ESCUINTLA,SANTA LUCÍA COTZUMALGUAPA,LICEO PREUNIVERSITARIO DEL SUR,9,1,2,4,3,05-02-0082-46; 05-02-0108-46; 05-02-0110-46; 05-02-0241-46; 05-02-0242-46; 05-02-0244-46; 05-02-2044-46; 05-02-2572-46; 05-02-2651-46
SAN MARCOS,NUEVO PROGRESO,"COLEGIO CIENTÍFICO ""GALILEO""",8,1,3,4,3,12-12-0069-46; 12-12-0070-46; 12-12-0078-46; 12-12-0082-46; 12-12-0083-46; 12-12-0084-46; 12-12-0085-46; 12-12-0090-46
CIUDAD CAPITAL,ZONA 1,LICEO TÉCNICO INTEGRAL SANTA TERESA DE JESÚS,7,1,2,4,3,00-01-0353-46; 00-01-0354-46; 00-01-0358-46; 00-01-0376-46; 00-01-0377-46; 00-01-0582-46; 00-01-0764-46
QUETZALTENANGO,QUETZALTENANGO,"COLEGIO PRE-UNIVERSITARIO ""FRIEDRICH VON HAYEK""",7,1,2,4,3,09-01-0497-46; 09-01-3556-46; 09-01-3558-46; 09-01-3612-46; 09-01-3659-46; 09-01-3816-46; 09-01-4103-46
SAN MARCOS,COMITANCILLO,"COLEGIO ""MUNDO REAL""",7,1,2,3,5,12-04-0240-46; 12-04-0241-46; 12-04-0244-46; 12-04-0245-46; 12-04-0246-46; 12-04-0247-46; 12-04-0252-46
SUCHITEPÉQUEZ,MAZATENANGO,COLEGIO DE ESTUDIOS SUPERIORES INTEGRALES,7,1,2,4,3,10-01-0205-46; 10-01-0206-46; 10-01-0346-46; 10-01-0347-46; 10-01-0401-46; 10-01-1951-46; 10-01-2685-46
CHIMALTENANGO,CHIMALTENANGO,"CENTRO DE ESTUDIOS TECNICOS Y AVANZADOS DE CHIMALTENANGO ""C.E.T.A.CH.""",6,1,1,4,3,04-01-0134-46; 04-01-0199-46; 04-01-0351-46; 04-01-2294-46; 04-01-2295-46; 04-01-2827-46
CHIMALTENANGO,CHIMALTENANGO,COLEGIO BLESS,6,1,3,4,3,04-01-0139-46; 04-01-0140-46; 04-01-0141-46; 04-01-0142-46; 04-01-0197-46; 04-01-0347-46
CHIMALTENANGO,CHIMALTENANGO,COLEGIO DEL FUTURO,6,1,2,2,3,04-01-0285-46; 04-01-0286-46; 04-01-0287-46; 04-01-0288-46; 04-01-0354-46; 04-01-0355-46
CHIMALTENANGO,CHIMALTENANGO,"INSTITUTO MIXTO TECNÓLOGICO CENTRAL ""CIUDAD DE LOS ESCUDOS""",6,1,2,4,3,04-01-0144-46; 04-01-0145-46; 04-01-0180-46; 04-01-0181-46; 04-01-0238-46; 04-01-0363-46
CHIMALTENANGO,CHIMALTENANGO,"LICEO CIENTÍFICO TECNOLÓGICO ""EN-GADI""",6,1,2,4,3,04-01-0187-46; 04-01-0362-46; 04-01-2699-46; 04-01-2996-46; 04-01-2997-46; 04-01-3086-46
CHIMALTENANGO,SAN PEDRO YEPOCAPA,INSTITUTO PRIVADO MIXTO ORIZABA,6,1,1,4,3,04-12-0042-46; 04-12-0043-46; 04-12-0044-46; 04-12-0051-46; 04-12-0055-46; 04-12-0059-46
CHIQUIMULA,JOCOTÁN,COLEGIO CENTRO CULTURAL CAMPO REAL,6,1,2,3,3,20-04-0065-46; 20-04-0069-46; 20-04-0131-46; 20-04-0134-46; 20-04-0135-46; 20-04-0256-46
CIUDAD CAPITAL,ZONA 1,COLEGIO TÉCNICO INTEGRADO,6,1,1,3,2,00-01-8665-46; 00-01-8667-46; 00-01-8668-46; 00-01-8669-46; 00-01-8670-46; 00-01-8671-46
CIUDAD CAPITAL,ZONA 1,LICEO CANADIENSE,6,1,2,4,3,00-01-0262-46; 00-01-0563-46; 00-01-0761-46; 00-01-7911-46; 00-01-7912-46; 00-01-8938-46
GUATEMALA,MIXCO,"LICEO CANADIENSE SOCIEDAD ANÓNIMA, BOSQUES DE SAN NICOLÁS",6,1,3,4,3,01-08-0316-46; 01-08-0318-46; 01-08-0319-46; 01-08-0321-46; 01-08-0322-46; 01-08-0783-46
GUATEMALA,SAN JOSÉ DEL GOLFO,COLEGIO BALAM,6,1,1,3,3,01-04-0031-46; 01-04-0033-46; 01-04-0034-46; 01-04-0035-46; 01-04-0037-46; 01-04-0038-46
GUATEMALA,SAN JOSÉ PINULA,LICEO COMERCIAL ENTRE VALLES,6,1,3,4,3,01-03-0117-46; 01-03-0118-46; 01-03-0119-46; 01-03-0120-46; 01-03-0178-46; 01-03-0196-46
GUATEMALA,VILLA CANALES,LICEO PREUNIVERSITARIO DE INFORMÁTICA Y TECNOLOGÍA,6,1,2,4,3,01-16-0106-46; 01-16-0173-46; 01-16-0197-46; 01-16-9734-46; 01-16-9736-46; 01-16-9738-46
QUICHÉ,IXCÁN,INSTITUTO NORMAL MIXTO CIENCIA Y ARTE,6,1,2,3,3,14-20-0124-46; 14-20-0126-46; 14-20-0152-46; 14-20-0180-46; 14-20-5707-46; 14-20-5966-46
RETALHULEU,NUEVO SAN CARLOS,COLEGIO CRISTIANO EDUCOM,6,1,2,4,3,11-08-0052-46; 11-08-0054-46; 11-08-0056-46; 11-08-0058-46; 11-08-0059-46; 11-08-0077-46
SAN MARCOS,COMITANCILLO,LICEO SAN JOSÉ,6,1,3,3,3,12-04-0118-46; 12-04-0119-46; 12-04-0120-46; 12-04-0121-46; 12-04-0131-46; 12-04-0212-46
SAN MARCOS,LA BLANCA,COLEGIO EDUCATIVO MIXTO LUNA AZUL -CEMLA-,6,1,3,3,3,12-30-0069-46; 12-30-0072-46; 12-30-0073-46; 12-30-0080-46; 12-30-0081-46; 12-30-0087-46
SAN MARCOS,SAN LORENZO,COLEGIO EVANGÉLICO TECNOLÓGICO PRIVADO MIXTO BERSHEBA BLESS GOD,6,1,2,3,2,12-29-0034-46; 12-29-0035-46; 12-29-0036-46; 12-29-0037-46; 12-29-0052-46; 12-29-0055-46
SUCHITEPÉQUEZ,MAZATENANGO,COLEGIO CENTRO DE ESTUDIOS INTEGRALES,6,1,2,4,3,10-01-0280-46; 10-01-0298-46; 10-01-0316-46; 10-01-0398-46; 10-01-2649-46; 10-01-2690-46
SUCHITEPÉQUEZ,MAZATENANGO,"COLEGIO PARTICULAR MIXTO ""CENTROAMERICANO""",6,1,2,4,3,10-01-0178-46; 10-01-0179-46; 10-01-0402-46; 10-01-2506-46; 10-01-2507-46; 10-01-2689-46
ALTA VERAPAZ,SAN CRISTÓBAL VERAPAZ,COLEGIO DE FORMACIÓN TÉCNICO-PROFESIONAL NEXUS,5,1,2,3,2,16-03-0270-46; 16-03-0271-46; 16-03-0272-46; 16-03-0273-46; 16-03-0275-46
CHIMALTENANGO,CHIMALTENANGO,COLEGIO CIENTÍFICO INTEGRAL RENACIMIENTO,5,1,1,4,3,04-01-0345-46; 04-01-2957-46; 04-01-2958-46; 04-01-2961-46; 04-01-2963-46
CHIMALTENANGO,CHIMALTENANGO,LICEO NUEVA GENERACIÓN,5,1,2,4,3,04-01-0125-46; 04-01-0128-46; 04-01-0161-46; 04-01-0171-46; 04-01-0335-46
CHIMALTENANGO,SAN MARTÍN JILOTEPEQUE,COLEGIO PRIVADO EL VALLE,5,1,1,3,3,04-03-0103-46; 04-03-0104-46; 04-03-0218-46; 04-03-0229-46; 04-03-0243-46
CHIMALTENANGO,TECPÁN GUATEMALA,COLEGIO EVANGÉLICO ISRAEL,5,1,2,4,3,04-06-0093-46; 04-06-3148-46; 04-06-3149-46; 04-06-3151-46; 04-06-3152-46
CIUDAD CAPITAL,ZONA 1,LICEO GUATEMALTECO DE COMPUTACION,5,1,1,4,2,00-01-4338-46; 00-01-4339-46; 00-01-4395-46; 00-01-4396-46; 00-01-9781-46
CIUDAD CAPITAL,ZONA 1,LICEO HISPANOAMERICANO NO. 4,5,1,2,2,2,00-01-0662-46; 00-01-0663-46; 00-01-0664-46; 00-01-0666-46; 00-01-0667-46
CIUDAD CAPITAL,ZONA 1,LICEO PROFESIONAL DE INFORMÁTICA Y TECNOLOGÍA,5,1,2,4,3,00-01-0790-46; 00-01-7839-46; 00-01-7840-46; 00-01-7841-46; 00-01-9187-46
